StudentID,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Kinder_Age,Gender,Disability_Non-disable,Disability_Cognitive,Disability_Physical,Disability_Sensory,Disability_SocialEmotional,NCCD-Funded,NumSibling,SiblingOrder,01.SES,02.SES,NumAbvYear9,NumAbvDiploma,NumProf,Year_02,At_Risk_Numeracy
636897735,14,21,26,28,32,30,28,35,2,4,1,2,2,2,0,3,4.846575342,Female,1,0,0,0,0,0,3,2,101,101,2,1,2,2016,FALSE
511181209,5,17,24,28,28,29,44,43,2,2,1,2,1,2,1,2,5.493150685,Male,0,1,0,0,0,0,3,2,117,108,2,2,1,2021,FALSE
523965010,3,12,14,13,14,21,10,29,1,1,1,1,0,2,0,2,5.443835616,Male,1,0,0,0,0,0,2,1,97,97,0,0,0,2017,TRUE
586512441,8,14,18,21,30,31,23,29,1,1,0,1,1,1,0,1,5.389041096,Female,0,1,0,0,0,1,2,1,99,103,2,1,0,2016,TRUE
206759260,11,15,23,27,30,29,25,30,0,3,1,2,1,3,1,2,5.435616438,Female,1,0,0,0,0,0,2,2,116,116,2,0,0,2018,FALSE
751916195,7,12,19,20,22,25,2,21,1,2,1,1,2,2,2,2,5.501369863,Female,1,0,0,0,0,0,6,3,94,94,0,0,0,2017,TRUE
113954834,2,10,16,9,13,20,6,13,0,3,0,2,1,3,0,2,5.290410959,Male,0,1,0,0,0,1,2,1,99,99,2,0,0,2020,FALSE
481733363,7,12,19,23,20,27,19,32,0,4,1,2,1,3,0,2,5.624657534,Male,1,0,0,0,0,0,3,3,95,95,1,0,1,2017,FALSE
319711718,7,9,25,28,31,29,19,37,2,5,2,2,4,3,2,2,5.695890411,Male,1,0,0,0,0,0,1,1,95,95,1,0,0,2020,FALSE
172639103,19,18,23,27,27,30,27,34,2,3,1,2,2,2,2,2,5.419178082,Female,1,0,0,0,0,0,1,1,96,95,1,0,0,2021,FALSE
297094412,8,17,21,21,22,26,26,29,1,2,1,1,1,2,2,2,5.071232877,Female,1,0,0,0,0,0,3,1,100,100,2,2,1,2017,FALSE
241417732,9,15,18,14,19,22,26,21,3,2,1,1,2,1,1,2,5.361643836,Male,1,0,0,0,0,0,2,1,94,94,2,1,0,2017,TRUE
400286703,28,27,30,31,31,32,58,54,5,5,2,4,4,4,2,3,6.071232877,Male,1,0,0,0,0,0,3,1,113,113,2,1,1,2020,FALSE
188326340,27,28,33,30,31,30,57,39,3,3,2,2,2,2,2,2,5.843835616,Female,1,0,0,0,0,0,2,2,101,101,2,2,2,2017,FALSE
745274731,11,11,16,18,21,25,22,36,1,3,1,2,2,2,0,2,5.284931507,Female,1,0,0,0,0,0,1,1,100,100,0,0,0,2018,FALSE
296016883,21,22,29,30,31,29,30,53,1,4,1,2,0,2,1,2,5.646575342,Male,1,0,0,0,0,0,1,1,109,109,2,1,0,2020,FALSE
310996362,10,13,22,19,24,25,9,29,2,4,1,2,2,5,2,2,5.216438356,Male,1,0,0,0,0,0,3,3,99,94,2,0,0,2021,FALSE
794341692,10,18,22,23,25,30,39,39,2,2,1,2,3,2,2,1,5.109589041,Female,1,0,0,0,0,0,1,1,117,108,2,2,2,2021,FALSE
216186247,9,15,19,24,26,28,39,39,2,2,2,2,2,2,1,2,5.893150685,Male,1,0,0,0,0,0,2,1,120,120,2,2,2,2018,FALSE
730353107,1,4,14,13,13,15,11,21,1,1,0,1,1,1,0,1,5.134246575,Male,1,0,0,0,0,0,1,1,97,97,0,0,0,2016,TRUE
387682724,17,19,24,22,26,29,33,30,3,4,2,2,2,4,2,2,4.904109589,Male,1,0,0,0,0,0,2,1,113,113,2,2,2,2017,FALSE
347823978,13,14,21,23,23,30,26,38,3,3,1,2,1,2,1,1,4.912328767,Female,1,0,0,0,0,0,3,2,101,101,2,2,0,2020,FALSE
305469583,3,13,22,19,25,27,3,0,1,3,1,2,0,2,0,2,4.75890411,Male,1,0,0,0,0,0,2,1,95,95,2,2,0,2018,TRUE
922103248,21,32,29,36,30,29,80,50,2,3,1,2,1,2,1,2,4.81369863,Female,1,0,0,0,0,0,3,1,113,113,2,0,0,2020,FALSE
983209738,18,20,24,19,21,26,37,26,2,2,1,2,1,2,1,2,5.397260274,Male,0,1,0,0,0,1,1,1,95,95,0,0,0,2018,TRUE
588877220,10,15,19,21,24,26,16,32,4,4,3,3,2,2,2,2,5.531506849,Male,0,1,0,0,0,0,2,2,99,99,2,1,2,2017,FALSE
845810364,15,21,24,27,29,29,41,54,4,4,2,3,2,4,2,2,5.123287671,Male,0,1,0,0,0,0,2,1,117,108,1,1,2,2021,FALSE
975980223,13,18,23,25,27,31,25,42,2,3,1,1,2,2,1,2,5.342465753,Male,0,1,0,0,0,1,2,1,114,114,2,2,2,2020,TRUE
557220837,16,20,24,26,23,30,37,36,3,3,1,2,1,2,1,2,5.843835616,Male,1,0,0,0,0,0,2,1,109,109,2,0,1,2020,FALSE
207631062,12,13,22,19,22,30,19,39,2,2,1,2,1,4,0,2,4.679452055,Male,1,0,0,0,0,0,2,2,103,103,2,2,2,2020,FALSE
262159897,3,9,22,22,25,30,7,29,1,2,1,2,1,2,1,2,5.419178082,Female,1,0,0,0,0,0,3,3,95,95,0,0,0,2020,TRUE
348103590,13,13,19,14,20,31,43,38,2,4,1,1,2,3,2,2,5.197260274,Female,1,0,0,0,0,0,2,1,97,97,2,2,2,2017,FALSE
822164884,10,18,27,26,24,28,18,36,1,3,1,2,2,2,0,1,4.95890411,Male,1,0,0,0,0,0,1,1,120,120,2,1,1,2017,FALSE
224234970,1,17,17,18,17,20,24,10,1,2,1,1,2,1,2,1,5.4,Female,0,1,0,0,0,0,3,3,95,95,2,1,0,2018,FALSE
743427649,4,9,16,14,18,23,7,18,1,2,0,1,1,3,0,2,5.389041096,Male,1,0,0,0,0,0,2,2,96,96,0,0,0,2017,TRUE
272747057,5,14,22,19,24,24,25,27,1,3,0,1,1,1,0,2,5.75890411,Male,1,0,0,0,0,0,3,2,95,95,2,2,1,2018,FALSE
521348728,1,19,18,20,24,28,10,21,1,2,1,1,1,2,1,2,5.380821918,Male,1,0,0,0,0,0,3,2,90,90,2,1,2,2017,TRUE
807668599,12,15,24,22,23,26,13,20,1,1,0,1,1,1,0,2,5.632876712,Male,1,0,0,0,0,0,4,3,89,89,1,1,0,2018,TRUE
990255653,9,13,22,23,25,28,25,37,3,4,1,2,1,4,1,3,5.44109589,Female,1,0,0,0,0,0,2,1,95,95,2,0,2,2020,FALSE
722093877,15,15,18,18,25,31,24,36,4,4,2,2,1,2,2,2,5.980821918,Male,0,0,1,0,0,0,3,3,117,108,2,1,2,2021,FALSE
272470697,1,10,13,13,17,24,4,4,1,2,0,1,0,1,1,2,5.178082192,Female,0,0,0,0,1,0,3,3,96,95,2,2,1,2021,TRUE
266001472,16,17,26,30,29,31,21,38,2,2,1,2,2,3,0,2,5.156164384,Female,1,0,0,0,0,0,2,1,114,114,2,0,1,2016,FALSE
449604000,11,16,20,28,31,28,19,43,2,3,1,2,0,3,0,2,4.690410959,Female,1,0,0,0,0,0,2,1,104,104,2,2,1,2020,FALSE
303537600,11,9,20,22,27,30,20,22,0,2,1,2,0,2,1,1,5.465753425,Male,0,1,0,0,0,0,2,1,116,116,0,0,0,2018,FALSE
310125242,20,23,30,31,30,30,52,48,5,5,2,2,4,5,2,4,5.635616438,Male,1,0,0,0,0,0,2,1,114,114,2,1,2,2020,FALSE
860303089,15,16,21,22,26,27,32,30,3,3,1,2,2,2,0,2,5.202739726,Female,1,0,0,0,0,0,1,1,95,95,2,2,2,2018,TRUE
486061792,13,19,26,28,31,30,23,39,1,2,1,2,1,2,0,2,5.671232877,Female,1,0,0,0,0,0,1,1,114,114,2,0,0,2020,FALSE
262746516,12,13,23,19,21,26,21,32,2,4,1,2,1,3,2,2,5.117808219,Female,1,0,0,0,0,0,3,3,92,92,2,2,2,2020,FALSE
936014187,6,15,18,19,20,23,19,26,1,3,1,1,1,1,2,1,4.876712329,Female,1,0,0,0,0,0,3,1,95,95,2,2,1,2017,FALSE
917736278,13,15,21,25,27,31,22,22,0,3,1,1,0,4,1,3,4.915068493,Female,1,0,0,0,0,0,2,1,112,112,2,2,2,2018,FALSE
796102107,5,9,17,16,18,25,23,28,0,2,1,2,1,4,2,2,5.183561644,Female,1,0,0,0,0,0,2,2,103,103,2,0,0,2017,FALSE
575854513,12,14,24,24,25,26,20,32,2,4,1,2,1,4,1,2,5.347945205,Male,1,0,0,0,0,0,2,2,108,108,2,1,0,2020,FALSE
913551015,15,17,21,22,22,28,22,25,1,2,1,2,1,1,1,0,5.334246575,Female,1,0,0,0,0,0,2,2,103,103,2,2,1,2017,TRUE
642755242,12,16,26,23,31,32,21,37,1,3,1,1,2,2,2,2,5.742465753,Male,1,0,0,0,0,0,2,1,109,109,2,1,1,2020,FALSE
234329008,11,17,24,24,29,31,19,38,2,3,1,2,1,2,1,2,4.961643836,Female,1,0,0,0,0,0,3,3,95,95,2,1,2,2018,FALSE
339293139,14,18,22,24,27,29,49,34,2,4,1,2,2,3,2,1,5.62739726,Female,1,0,0,0,0,0,3,3,102,102,2,2,2,2018,FALSE
521298518,4,16,21,21,20,26,13,25,2,3,1,2,1,0,0,1,5.432876712,Male,0,1,0,0,0,1,3,1,95,95,2,1,1,2017,TRUE
463972013,14,12,15,16,18,27,10,19,1,2,1,2,1,1,0,2,4.953424658,Male,1,0,0,0,0,0,2,1,95,95,2,0,0,2017,FALSE
642499299,13,12,14,12,13,18,7,14,2,2,1,1,1,1,1,1,4.926027397,Female,0,1,0,0,0,0,1,1,109,109,2,1,1,2020,FALSE
122166236,3,7,16,16,19,27,15,39,1,2,2,2,4,3,2,2,5.002739726,Female,1,0,0,0,0,0,3,3,94,94,2,1,1,2020,FALSE
184964543,10,13,19,15,23,27,10,35,2,2,1,2,2,2,0,1,5.010958904,Male,0,1,0,0,0,0,1,1,110,110,1,0,0,2018,FALSE
821343411,14,16,24,24,30,28,26,18,2,1,2,2,1,0,2,2,5.504109589,Female,1,0,0,0,0,0,2,1,101,101,2,0,1,2016,FALSE
866120249,21,21,24,28,29,31,34,50,2,5,1,2,3,4,2,2,5.769863014,Male,0,0,1,0,0,0,2,1,105,105,2,1,0,2020,FALSE
267784026,11,20,25,26,27,30,39,37,2,4,1,3,2,4,2,4,4.978082192,Female,1,0,0,0,0,0,3,3,94,94,2,2,1,2020,FALSE
512783009,20,23,26,30,29,32,18,49,1,4,1,2,3,3,0,2,5.306849315,Male,1,0,0,0,0,0,1,1,95,93,0,0,0,2021,TRUE
789050314,7,9,22,21,23,31,13,11,3,4,2,3,3,4,4,2,5.309589041,Male,1,0,0,0,0,0,3,3,114,114,2,0,0,2016,FALSE
982513234,0,5,11,10,13,15,10,13,0,2,0,1,1,1,1,2,5.693150685,Female,1,0,0,0,0,0,1,1,105,105,0,0,0,2018,FALSE
847896572,17,16,26,28,29,31,20,25,1,4,0,2,1,1,0,2,5.673972603,Male,0,1,0,0,0,0,1,1,91,89,0,0,0,2021,TRUE
470139577,9,13,20,20,23,27,22,14,2,2,1,2,1,2,1,1,4.895890411,Female,0,1,0,0,0,1,1,1,99,99,1,0,1,2020,FALSE
247967502,15,19,21,23,29,26,64,33,3,4,1,2,3,2,1,2,5.526027397,Female,1,0,0,0,0,0,2,2,120,120,0,0,0,2016,FALSE
836499340,12,15,20,23,27,25,17,48,4,5,2,2,4,4,2,2,5.449315068,Male,0,0,0,0,1,0,2,2,117,108,2,2,1,2021,FALSE
599040371,11,12,25,19,25,29,36,24,2,3,1,1,1,2,1,2,5.652054795,Female,1,0,0,0,0,0,2,2,114,114,2,0,1,2016,TRUE
977964450,5,16,20,22,26,28,5,18,3,2,1,2,1,4,1,2,5.054794521,Male,1,0,0,0,0,0,2,2,94,94,2,2,0,2020,FALSE
438186282,3,6,13,14,16,15,18,26,2,1,1,1,1,1,0,0,5.435616438,Female,1,0,0,0,0,0,2,2,101,101,1,0,0,2016,FALSE
348604029,9,15,18,19,24,25,17,18,2,4,1,2,1,5,2,2,4.983561644,Female,1,0,0,0,0,0,1,1,107,107,2,2,1,2020,FALSE
689409650,26,29,28,31,30,30,28,45,2,4,1,2,2,2,1,2,5.660273973,Female,1,0,0,0,0,0,3,3,109,109,2,1,2,2020,FALSE
349925591,2,11,16,13,14,24,11,19,2,2,1,1,1,0,1,1,4.854794521,Male,0,0,0,1,0,1,3,1,103,103,2,1,2,2018,TRUE
420619753,31,30,31,31,33,31,67,45,4,5,2,2,2,4,1,2,5.010958904,Female,1,0,0,0,0,0,3,2,114,114,2,2,2,2020,FALSE
276371305,14,14,26,20,23,25,28,28,2,2,1,2,2,2,2,2,5.101369863,Female,1,0,0,0,0,0,4,2,104,98,2,2,2,2021,FALSE
634714075,6,14,21,24,24,26,23,34,3,3,1,2,1,2,2,2,5.287671233,Male,1,0,0,0,0,0,3,2,109,109,2,0,2,2020,FALSE
255720236,11,18,24,24,24,29,32,30,1,5,1,3,2,2,1,2,5.715068493,Male,1,0,0,0,0,0,2,2,102,102,2,1,1,2016,FALSE
782608796,2,8,20,19,24,26,12,19,1,2,1,2,0,2,0,2,4.797260274,Female,0,1,0,0,0,1,3,2,110,110,2,2,1,2018,TRUE
655255805,4,13,16,14,15,20,13,19,2,3,1,2,1,2,1,1,5.153424658,Female,0,1,0,0,0,0,2,1,93,93,2,0,0,2018,TRUE
754825431,14,18,23,24,27,28,37,39,1,2,1,2,1,1,2,0,5.410958904,Female,1,0,0,0,0,0,2,2,98,98,2,1,1,2017,FALSE
252546202,12,13,20,19,24,28,18,28,2,4,2,2,2,4,2,2,5.402739726,Male,0,1,0,0,0,0,2,2,115,115,2,1,1,2018,FALSE
484858792,7,11,16,17,20,29,26,25,1,3,1,3,3,2,0,2,5.197260274,Male,1,0,0,0,0,0,1,1,94,94,2,0,1,2020,FALSE
232379317,6,8,17,17,20,23,13,31,2,2,0,1,1,2,0,2,5.060273973,Female,1,0,0,0,0,0,3,1,103,103,2,2,2,2016,TRUE
379669995,29,30,29,31,32,29,20,51,4,5,2,3,2,5,2,4,5.252054795,Male,1,0,0,0,0,0,1,1,105,105,2,2,2,2020,FALSE
187730675,9,11,23,19,19,28,17,14,0,2,1,1,0,1,1,2,4.967123288,Male,1,0,0,0,0,0,2,1,95,95,2,1,2,2018,FALSE
106160242,7,19,23,27,27,32,4,29,1,1,1,1,0,3,2,2,5.463013699,Male,1,0,0,0,0,0,4,2,94,94,2,2,1,2018,TRUE
983218632,9,15,18,18,23,25,18,34,1,2,1,1,1,1,1,2,5.24109589,Female,1,0,0,0,0,0,4,1,95,95,2,1,1,2017,FALSE
121313830,19,20,24,25,24,28,30,37,1,2,1,2,3,2,2,2,5.501369863,Female,1,0,0,0,0,0,1,1,97,97,2,2,2,2016,FALSE
167290911,24,26,30,31,29,30,22,35,5,5,1,4,3,5,2,4,5.739726027,Male,1,0,0,0,0,0,2,2,114,114,0,0,0,2018,FALSE
189292683,10,13,19,22,26,31,20,29,2,3,1,2,1,1,1,2,4.706849315,Female,1,0,0,0,0,0,3,3,99,99,3,0,1,2017,FALSE
149715920,15,13,20,19,23,23,22,35,1,3,1,1,1,1,0,1,5.580821918,Male,0,1,0,0,0,0,2,2,78,78,2,2,1,2021,TRUE
483189506,11,17,23,26,24,29,18,44,2,2,1,1,1,1,2,1,5.35890411,Female,1,0,0,0,0,0,2,1,104,104,2,2,1,2020,FALSE
403686995,12,18,23,25,28,29,28,37,3,5,1,4,4,4,0,2,5.931506849,Male,1,0,0,0,0,0,3,1,104,104,2,2,0,2016,FALSE
846580078,16,18,26,24,29,29,44,40,3,4,2,2,2,2,2,2,4.791780822,Female,1,0,0,0,0,0,2,2,95,95,2,2,2,2018,FALSE
985015976,7,18,24,20,24,28,27,38,2,4,1,2,2,2,2,2,4.904109589,Male,1,0,0,0,0,0,2,2,113,102,2,1,1,2021,FALSE
313421945,22,28,29,32,28,31,67,37,2,4,1,1,2,3,2,2,5.654794521,Female,1,0,0,0,0,0,4,4,101,101,2,0,0,2016,FALSE
884875752,18,23,27,30,29,30,31,34,2,4,2,3,1,2,1,2,5.430136986,Male,1,0,0,0,0,0,2,1,101,101,2,1,1,2017,FALSE
417862459,15,10,18,24,24,25,11,40,0,3,1,2,1,1,1,0,5.405479452,Female,1,0,0,0,0,0,2,2,116,104,2,0,1,2021,FALSE
233602931,15,21,29,28,26,30,29,37,2,4,1,2,2,2,2,2,5.495890411,Female,1,0,0,0,0,0,2,2,95,95,2,2,2,2017,TRUE
466737101,8,10,15,17,21,25,10,23,1,2,1,1,0,2,0,1,5.926027397,Female,0,0,1,0,0,0,1,1,97,97,2,1,0,2018,FALSE
567248058,11,12,21,23,25,29,30,38,2,3,1,1,2,2,2,2,4.893150685,Male,0,1,0,0,0,1,3,1,110,110,2,2,1,2020,FALSE
145678355,8,17,22,25,23,5,13,34,0,2,1,1,0,0,0,0,4.873972603,Female,1,0,0,0,0,0,1,1,101,101,0,0,0,2016,FALSE
470597494,2,14,24,21,24,27,12,22,2,3,1,2,1,2,0,2,5.257534247,Male,0,1,0,0,0,0,3,3,99,99,2,1,0,2017,FALSE
350369171,13,14,24,22,23,26,37,34,0,2,1,2,1,2,2,2,5.205479452,Male,1,0,0,0,0,0,5,5,100,100,2,0,0,2017,FALSE
444735358,6,14,20,14,21,26,8,31,2,2,1,1,2,1,1,2,5.17260274,Female,1,0,0,0,0,0,3,2,99,99,2,1,0,2020,FALSE
959865963,12,14,22,22,25,29,28,40,1,4,1,2,2,4,2,2,5.273972603,Male,1,0,0,0,0,0,1,1,115,115,2,2,1,2020,FALSE
305393524,16,16,19,24,22,27,56,37,2,4,2,0,2,1,2,2,5.350684932,Male,1,0,0,0,0,0,2,1,120,120,0,0,0,2017,FALSE
514176843,16,20,25,26,30,31,24,26,2,2,1,2,2,2,1,2,5.090410959,Female,1,0,0,0,0,0,3,3,109,109,2,0,0,2020,TRUE
814700810,9,12,17,18,22,26,23,21,2,2,1,1,2,2,2,2,4.978082192,Male,1,0,0,0,0,0,3,3,97,97,2,2,1,2018,FALSE
912031414,10,13,22,28,25,31,31,33,1,2,1,2,1,2,1,2,5.432876712,Female,1,0,0,0,0,0,1,1,103,103,0,0,0,2017,FALSE
774898276,25,25,31,30,31,29,50,33,4,5,2,2,5,5,2,4,5.424657534,Male,1,0,0,0,0,0,2,1,95,95,2,1,2,2018,FALSE
924635552,9,10,16,20,18,24,16,29,2,3,1,1,2,1,0,1,5.046575342,Male,1,0,0,0,0,0,2,2,101,101,1,1,0,2016,FALSE
365002501,1,10,14,16,16,31,6,10,0,3,1,2,1,4,0,2,5.832876712,Male,0,1,0,0,0,0,1,1,116,116,0,0,0,2017,FALSE
605757201,11,13,19,27,26,30,13,28,1,2,0,1,0,2,0,2,4.75890411,Female,0,1,0,0,0,1,2,2,114,114,0,0,0,2020,FALSE
604182127,8,11,20,22,25,27,30,30,1,4,1,1,1,4,1,2,5.02739726,Female,1,0,0,0,0,0,2,1,120,120,2,2,2,2018,FALSE
280654120,4,16,21,24,24,25,21,38,2,3,1,1,2,2,2,1,5.561643836,Female,1,0,0,0,0,0,3,3,114,102,2,0,0,2021,FALSE
515766446,8,11,17,17,19,24,13,26,2,4,1,1,1,1,2,1,5.479452055,Female,1,0,0,0,0,0,3,3,97,97,1,0,0,2017,FALSE
950798519,18,17,22,17,23,25,21,40,1,2,1,2,1,2,1,2,5.397260274,Male,0,1,0,0,0,0,2,1,104,104,2,2,2,2020,TRUE
748452182,6,9,17,17,23,27,12,23,2,3,1,2,0,2,0,2,5.019178082,Female,1,0,0,0,0,0,2,1,97,97,0,0,0,2017,TRUE
367570497,13,21,25,26,26,29,11,42,2,2,0,1,1,2,1,1,5.257534247,Male,1,0,0,0,0,0,1,1,105,105,0,0,0,2020,FALSE
118140299,15,19,21,23,24,32,32,35,2,4,0,2,2,4,1,2,4.936986301,Female,1,0,0,0,0,0,2,1,103,103,2,2,2,2018,FALSE
646528390,16,21,21,20,20,25,19,33,1,3,1,2,0,2,1,1,4.947945205,Female,1,0,0,0,0,0,1,1,95,95,2,2,2,2018,FALSE
118734362,10,16,23,31,29,30,26,32,2,2,1,2,2,2,0,2,4.824657534,Female,0,1,0,0,0,0,1,1,114,102,1,1,1,2021,FALSE
659757719,10,16,29,23,22,25,14,41,2,2,1,1,1,1,0,0,5.150684932,Female,1,0,0,0,0,0,2,1,94,94,0,2,0,2020,FALSE
874842319,21,22,25,29,29,30,27,40,2,2,1,1,1,2,0,1,4.923287671,Female,1,0,0,0,0,0,3,3,109,109,0,2,1,2020,FALSE
869836073,7,10,16,19,20,29,25,28,2,4,1,2,2,0,2,2,4.920547945,Female,0,0,0,0,1,0,2,2,120,116,1,1,1,2017,FALSE
739339239,16,15,21,23,30,32,16,43,1,3,1,2,1,3,0,1,5.353424658,Male,1,0,0,0,0,0,2,2,95,95,2,2,1,2020,FALSE
184262286,0,9,17,15,17,18,22,38,2,2,1,1,2,3,2,2,5.41369863,Female,0,1,0,0,0,0,3,2,104,98,2,2,0,2021,FALSE
698534195,7,13,20,22,28,30,13,24,2,3,1,2,2,2,1,2,5.246575342,Female,1,0,0,0,0,0,4,3,95,95,2,1,1,2018,FALSE
328901414,13,14,20,23,26,28,8,46,2,2,1,2,2,2,1,2,5.468493151,Male,0,1,0,0,0,0,2,2,112,112,2,1,1,2020,TRUE
868337185,4,11,23,27,26,28,23,36,2,2,1,2,1,4,1,2,5.326027397,Male,1,0,0,0,0,0,2,2,94,94,2,2,1,2020,FALSE
313227773,1,7,10,9,19,19,0,11,0,3,0,1,0,2,0,2,5.383561644,Female,0,1,0,0,0,0,3,1,101,101,1,1,0,2018,FALSE
869239182,13,15,25,25,29,31,21,32,2,4,1,2,0,1,0,2,5.704109589,Male,1,0,0,0,0,0,2,2,114,114,2,2,2,2016,FALSE
427725684,10,13,17,20,23,26,20,29,1,2,1,2,0,1,0,2,5.15890411,Male,0,1,0,0,0,0,3,3,114,102,2,2,2,2021,TRUE
948484674,27,29,30,27,30,30,28,43,3,5,2,2,4,5,2,3,5.005479452,Female,1,0,0,0,0,0,1,1,94,91,2,2,2,2021,FALSE
132490859,10,17,20,22,21,30,26,26,1,2,1,1,1,1,2,2,4.917808219,Male,0,1,0,0,0,1,2,2,109,109,2,1,0,2018,FALSE
584966624,15,13,26,31,31,30,39,36,4,4,2,2,1,5,0,3,5.608219178,Male,1,0,0,0,0,0,2,1,101,101,2,2,1,2016,FALSE
308674608,5,11,17,21,22,24,13,35,4,4,1,1,2,3,2,2,5.402739726,Male,0,1,0,0,0,0,2,1,97,97,2,0,0,2020,FALSE
168095826,16,15,21,24,20,25,26,41,2,2,1,1,1,1,0,2,5.180821918,Female,1,0,0,0,0,0,3,3,110,110,2,2,2,2020,FALSE
687827199,6,5,21,19,27,26,11,35,2,2,1,1,1,2,0,2,5.356164384,Male,1,0,0,0,0,0,3,2,120,109,2,1,0,2021,TRUE
264256753,6,13,18,21,21,20,7,15,1,2,1,1,1,2,1,1,5.276712329,Male,1,0,0,0,0,0,3,1,96,95,2,2,2,2021,TRUE
544479093,7,11,17,22,25,24,7,14,1,3,0,2,1,2,0,2,4.945205479,Female,0,1,0,0,0,0,2,2,97,97,0,0,0,2016,TRUE
467522892,3,11,20,19,21,27,15,29,2,3,0,2,2,3,2,2,5.649315068,Female,0,1,0,0,0,0,2,2,115,115,1,0,0,2020,TRUE
